vendor,display_name,official_website_url,search_url_template,sample_sku_primary,validation_sample_skus,validation_success_count,validation_total_count,validation_summary,search_recipe_kind,search_submit_status,dom_search_candidates_found,dom_search_input_selector,dom_search_input_name,dom_search_input_type,dom_search_input_visible,dom_form_selector,dom_form_action,dom_form_method,dom_submit_selector,primary_request_method,primary_request_resource_type,primary_request_url_template,primary_request_post_data_template,primary_request_status,primary_request_header_names,primary_request_cookie_header,primary_request_curl,primary_xhr_method,primary_xhr_url_template,primary_xhr_post_data_template,primary_xhr_status,primary_xhr_header_names,primary_xhr_cookie_header,primary_xhr_curl,all_relevant_xhr_templates,final_url_template,final_result_kind,api_observed,hidden_form_observed,browser_required_observed,notes
SteerSmarts,SteerSmarts,https://steersmarts.com/,https://steersmarts.com/search?q={sku},SS-714001,SS-714001|SS-75061001|SS-75061002,0,3,SS-714001:blocked(Bot challenge page) | SS-75061001:blocked(Bot challenge page) | SS-75061002:blocked(Bot challenge page),xhr_api,review,1,input#header-search,q,search,True,"form[type=""[object HTMLInputElement]""]",/search,get,,GET,document,https://steersmarts.com/search?q={sku},,200,,,curl -X GET 'https://steersmarts.com/search?q=SS-714001',GET,"https://steersmarts.com/search/suggest?q={sku}&resources%5Btype%5D=product,collection,page,article,query&resources%5Blimit%5D=10&resources%5Blimit_scope%5D=each&resources%5Boptions%5D%5Bfields%5D=title,product_type,variants.title,vendor,tag&section_id=predictive-search",,0,:authority|:method|:path|:scheme|accept|accept-encoding|cookie|priority|referer|sec-ch-ua|sec-ch-ua-mobile|sec-ch-ua-platform|sec-fetch-dest|sec-fetch-mode|sec-fetch-site|user-agent,localization=US; cart_currency=USD; _shopify_y=a22d0c08-dd53-4acf-8eda-79e490d193d6; _shopify_s=0d757c38-9e7d-4cd1-9e51-63afa0bb678c; _shopify_analytics=:AZzQyBLtAAEA8J1QCfuf98fGurnqXNA7RCwed3XDnFdt21x0R9BRAMd-m3R9rONXyAzZ:; _gcl_au=1.1....,"curl -X GET 'https://steersmarts.com/search/suggest?q=SS-714001&resources%5Btype%5D=product,collection,page,article,query&resources%5Blimit%5D=10&resources%5Blimit_scope%5D=each&resources%5Boptions%5D%5Bfields%5D=title,product_type,variants.title,vendor,tag&section_id=predictive-search' -H ':authority: steersmarts.com' -H ':method: GET' -H ':path: /search/suggest?q=SS-714001&resources%5Btype%5D=product,collection,page,article,query&resources%5Blimit%5D=10&resources%5Blimit_scope%5D=each&resources%5Boptions%5D%5Bfields%5D=title,product_type,variants.title,vendor,tag&section_id=predictive-search' -H ':scheme: https' -H 'accept: */*' -H 'accept-encoding: gzip, deflate, br, zstd' -H 'cookie: ...","https://steersmarts.com/cart.json | https://steersmarts.com/apps/timesact/shop | https://steersmarts.com/search/suggest?q={sku}&resources%5Btype%5D=product,collection,page,article,query&resources%5Blimit%5D=10&resources%5Blimit_scope%5D=each&resources%5Boptions%5D%5Bfields%5D=title,product_type,variants.title,vendor,tag&section_id=predictive-search",https://steersmarts.com/search?type=product%2Cpage%2Carticle&options%5Bprefix%5D=last&q={sku}&filter.p.product_type=,blocked,yes,no,yes,Bot challenge page
Sulastic Rubber Springs,Sulastic Rubber Springs,https://sulastic.com/en/,https://sulastic.com/en/search?q={sku},SUL-SC-15,SUL-SC-15|SUL-SA06-CH|SUL-SC-14,0,3,SUL-SC-15:blocked(Bot challenge page) | SUL-SA06-CH:blocked(Bot challenge page) | SUL-SC-14:blocked(Bot challenge page),form_get,review,2,input#small-searchterms,q,text,True,form#small-search-box-form,/en/search,get,"button[type=""submit""]",GET,document,https://sulastic.com/en/search?q={sku},,200,,,curl -X GET 'https://sulastic.com/en/search?q=SUL-SC-15',,,,,,,,https://sulastic.com/GtmEventSend/GetProducts,https://sulastic.com/en/search?q={sku},blocked,no,no,yes,Bot challenge page
SuperSprings,SuperSprings,https://superspringsinternational.com/,https://superspringsinternational.com/?s={sku}&id=5023383376,SS-MTKT,SS-MTKT|SS-SSA22|SS-MXKT,0,3,SS-MTKT:blocked(Bot challenge page) | SS-SSA22:blocked(Bot challenge page) | SS-MXKT:blocked(Bot challenge page),direct_template_get,review,0,,,,,,,,,GET,document,https://superspringsinternational.com/?s={sku}&id=5023383376,,0,,,curl -X GET 'https://superspringsinternational.com/?s=SS-MTKT&id=5023383376',,,,,,,,,https://superspringsinternational.com/,unknown,no,no,yes,Unknown page type
Suspension MAXX,Suspension MAXX,https://suspensionmaxx.com/,https://suspensionmaxx.com/catalog?search_api_fulltext={sku},SMX-2535,SMX-2535|SMX-122690EX|SMX-122610EX,3,3,SMX-2535:search_results | SMX-122690EX:search_results | SMX-122610EX:search_results,form_get,ok,1,input#edit-search-api-fulltext,search_api_fulltext,text,True,form#views-exposed-form-catalog-page-1,/catalog,get,input#edit-submit-catalog,GET,document,https://suspensionmaxx.com/catalog?search_api_fulltext={sku},,200,,,curl -X GET 'https://suspensionmaxx.com/catalog?search_api_fulltext=SMX-2535',,,,,,,,https://suspensionmaxx.com/cdn-cgi/rum? | https://suspensionmaxx.com/cart?_format=json | https://analytics.google.com/g/collect?v=2&tid=G-0ZHB7RW5EZ&gtm=45be6341v9105181599za200zd9105181599&_p=1773029167075&gcd=13l3l3l3l1l1&npa=0&dma=0&gdid=dMDhkMT&cid=1098358807.1773029165&ecid=619606068&ul=en-us&sr=1280x720&ir=1&uaa=x86&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=Windows&uapv=10.0&uaw=0&are=1&frm=0&pscdl=noapi&ec_mode=a&_eu=EAAAAGQ&_s=1&tag_exp=103116026~103200004~115938465~115938469~116024733~117484252~117625641&sid=1773029164&sct=1&seg=1&dl=https%3A%2F%2Fsuspensionmaxx.com%2Fcatalog%3Fsearch_api_fulltext%3D{sku}&dr=https%3A%2F%2Fsuspensionmaxx.com%2F&dt=%7C%20Suspension%20Maxx&en=page_view&_ee=1&tfd=545,https://suspensionmaxx.com/catalog?search_api_fulltext={sku},search_results,no,no,no,Search results page
Switch-Pros,Switch-Pros,https://www.switchpros.com/,https://www.switchpros.com/?s={sku},SP-SP9100BEZEL,SP-SP9100BEZEL,0,1,SP-SP9100BEZEL:blocked(Bot challenge page),form_get,review,1,"input[name=""s""]",s,search,True,form,https://www.switchpros.com/,get,,GET,document,https://www.switchpros.com/?s={sku},,200,,,curl -X GET 'https://www.switchpros.com/?s=SP-SP9100BEZEL',,,,,,,,,https://www.switchpros.com/?s={sku},blocked,no,no,yes,Bot challenge page
Synapse Auto,Synapse Auto,https://synapseauto.com/,https://synapseauto.com/filterSearch?advs=true&cid=0&mid=0&vid=0&q={sku}&sid=true&isc=true&orderBy=0,SYNA-S79-L5P1,SYNA-S79-L5P1|SYNA-S79-300122+S83-300CAL-KIT|SYNA-S79-HE351VE+S83-351CAL-KIT,0,3,SYNA-S79-L5P1:search_no_results(Search returned no results) | SYNA-S79-300122+S83-300CAL-KIT:search_no_results(Search returned no results) | SYNA-S79-HE351VE+S83-351CAL-KIT:search_no_results(Search returned no results),xhr_api,review,1,input#small-searchterms,q,text,True,form#small-search-box-form,/search,get,span,GET,document,https://synapseauto.com/filterSearch?advs=true&cid=0&mid=0&vid=0&q={sku}&sid=true&isc=true&orderBy=0,,200,,,curl -X GET 'https://synapseauto.com/filterSearch?advs=true&cid=0&mid=0&vid=0&q=SYNA-S79-L5P1&sid=true&isc=true&orderBy=0',GET,https://synapseauto.com/instantSearchFor?q={sku},,0,accept|accept-encoding|connection|cookie|host|referer|request-id|sec-ch-ua|sec-ch-ua-mobile|sec-ch-ua-platform|sec-fetch-dest|sec-fetch-mode|sec-fetch-site|traceparent|user-agent|x-requested-with,.Nop.Antiforgery=CfDJ8FHvxrezxbpPtT4RHApALBVQVkMLCmSeqtyAbV2JXjKdq8nnex14AEuYv2nyevvVdvuaSqwl3Sx_zM0kWnNF6PhVi2hAy9Zm697E7s-uGPTF-xGZpKrRbOTILJU8B40-syF8LLcOTdHQNlfyKgqPwXY; ARRAffinity=2f9671ae90fd0f39291e4f303fed3b1be37c9c13411ade67192...,"curl -X GET 'https://synapseauto.com/instantSearchFor?q=SYNA-S79-L5P1' -H 'accept: */*' -H 'accept-encoding: gzip, deflate, br, zstd' -H 'connection: keep-alive' -H 'cookie: .Nop.Antiforgery=CfDJ8FHvxrezxbpPtT4RHApALBVQVkMLCmSeqtyAbV2JXjKdq8nnex14AEuYv2nyevvVdvuaSqwl3Sx_zM0kWnNF6PhVi2hAy9Zm697E7s-uGPTF-xGZpKrRbOTILJU8B40-syF8LLcOTdHQNlfyKgqPwXY; ARRAffinity=2f9671ae90fd0f39291e4f303fed3b1be37c9c13411ade67192c03213e884c3a; ARRAffinitySameSite=2f9671ae90fd0f39291e4f303fed3b1be37c9c13411ade67192c03213e884c3a; _ga=GA1.1.1119881300.1773029432; _ga_EFX3EXS70R=GS2.1.s1773029432$o1$g0$t1773029432$j60$l0$h0; ai_user=nyamwxMdmdBQlW5Hvi+6XP|2026-03-09T04:10:32.650Z; ai_session=/VfVed8M2PvlwX8wNNPYLL...",https://synapseauto.com/instantSearchFor?q={sku} | https://synapseauto.com/getquickviewbutton?_=1773029436929 | https://southcentralus-0.in.applicationinsights.azure.com//v2/track | https://www.google-analytics.com/g/collect?v=2&tid=G-EFX3EXS70R&gtm=45je6341v873418950za200zd873418950&_p=1773029436776&gcd=13l3l3l3l1l1&npa=0&dma=0&cid=1119881300.1773029432&ul=en-us&sr=1280x720&uaa=x86&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=Windows&uapv=10.0&uaw=0&are=1&frm=0&pscdl=noapi&_eu=AAAAAAQ&_s=2&tag_exp=103116026~103200004~115938465~115938468~116024733~117484252~117625639&sid=1773029432&sct=1&seg=1&dl=https%3A%2F%2Fsynapseauto.com%2FfilterSearch%3Fadvs%3Dtrue%26cid%3D0%26mid%3D0%26vid%3D0%26q%3D{sku}%26sid%3Dtrue%26isc%3Dtrue%26orderBy%3D0&dr=https%3A%2F%2Fsynapseauto.com%2F&dt=Synapse%20Auto%20%7C%20Search&en=page_view&_ee=1&tfd=1613 | https://www.google-analytics.com/g/collect?v=2&tid=G-EFX3EXS70R&gtm=45je6341v873418950za200zd873418950&_p=1773029436776&gcd=13l3l3l3l1l1&npa=0&dma=0&cid=1119881300.1773029432&ul=en-us&sr=1280x720&uaa=x86&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=Windows&uapv=10.0&uaw=0&are=1&frm=0&pscdl=noapi&_eu=AEAEAAQ&_s=1&tag_exp=103116026~103200004~115938465~115938468~116024733~117484252~117625639&sid=1773029432&sct=1&seg=0&dl=https%3A%2F%2Fsynapseauto.com%2FfilterSearch%3Fadvs%3Dtrue%26cid%3D0%26mid%3D0%26vid%3D0%26q%3D{sku}%26sid%3Dtrue%26isc%3Dtrue%26orderBy%3D0&dr=https%3A%2F%2Fsynapseauto.com%2F&dt=Synapse%20Auto%20%7C%20Search&en=view_search_results&ep.search_term={sku}&tfd=1610,https://synapseauto.com/filterSearch?advs=true&cid=0&mid=0&vid=0&q={sku}&sid=true&isc=true&orderBy=0,search_no_results,yes,no,no,Search returned no results
Synergy Manufacturing,Synergy Manufacturing,https://www.synergymfg.com/,https://www.synergymfg.com/?target=search&mode=search&substring={sku},SYN-8581,SYN-8581|SYN-8734-20|SYN-8701-01,0,3,SYN-8581:blocked(Bot challenge page) | SYN-8734-20:blocked(Bot challenge page) | SYN-8701-01:blocked(Bot challenge page),form_post_then_results_page,review,4,"input[name=""substring""]",substring,text,True,form#form-1773029175982,?,post,"button[type=""submit""]",POST,document,https://www.synergymfg.com/?target=search&mode=search&substring={sku},substring={sku},200,,,curl -X POST 'https://www.synergymfg.com/?target=search&mode=search&substring=SYN-8581' --data-raw substring=SYN-8581,,,,,,,,https://www.synergymfg.com/cdn-cgi/rum?,https://www.synergymfg.com/?target=search&mode=search&substring={sku}&including=all,blocked,no,no,yes,Bot challenge page
T-Rex Grilles,T-Rex Grilles,https://trexbillet.com/,https://trexbillet.com/search.html?q={sku},TREX-51211,TREX-51211|TREX-51452|TREX-54452,0,3,TREX-51211:search_no_results(Search returned no results) | TREX-51452:search_no_results(Search returned no results) | TREX-54452:search_no_results(Search returned no results),form_get,review,2,input#sui-search-bar-input,sui-search-bar-input,text,True,form,,get,"button[type=""submit""]",GET,document,https://trexbillet.com/search.html?q={sku},,0,,,curl -X GET 'https://trexbillet.com/search.html?q=TREX-51211',,,,,,,,https://bam.nr-data.net/events/1/NRJS-5114e709e7357dfdb01?a=1040096026&v=1.310.1&to=NFxUNUFUC0EAWhBeDQ0WdRRAQQpfTlELWgdNUFgFVk0%3D&rst=7814&ck=0&s=4141009cd274721f&ref=https://trexbillet.com/&ptid=c0a5f77b43265763 | https://bam.nr-data.net/ins/1/NRJS-5114e709e7357dfdb01?a=1040096026&v=1.310.1&to=NFxUNUFUC0EAWhBeDQ0WdRRAQQpfTlELWgdNUFgFVk0%3D&rst=7816&ck=0&s=4141009cd274721f&ref=https://trexbillet.com/&ptid=c0a5f77b43265763&at=GBtXQwlOGE8%3D,https://trexbillet.com/,search_no_results,no,no,no,Search returned no results
Timbren,Timbren,https://timbren.com/,https://timbren.com/search?q={sku},TB-DR250,TB-DR250|TB-DR1525H4|TB-DR2500CA,0,3,TB-DR250:blocked(Bot challenge page) | TB-DR1525H4:blocked(Bot challenge page) | TB-DR2500CA:blocked(Bot challenge page),form_get,review,2,"input[type=""search""]",,search,True,form,,get,"button[type=""submit""]",GET,document,https://timbren.com/search?q={sku},,200,,,curl -X GET 'https://timbren.com/search?q=TB-DR250',,,,,,,,https://timbren.com/cart.json | https://timbren.com/cart.json?vsly=t,https://timbren.com/search?query=TB--DR250,blocked,no,no,yes,Bot challenge page
Toolbox Widget,Toolbox Widget,https://toolboxwidget.com/,https://toolboxwidget.com/search?q={sku}&options%5Bprefix%5D=last,TBW-VW15,TBW-VW15|TBW-PRO-BUNDLE-MAXIMIZER|TBW-PRO-STANDARDBUNDLE,0,3,TBW-VW15:blocked(Bot challenge page) | TBW-PRO-BUNDLE-MAXIMIZER:blocked(Bot challenge page) | TBW-PRO-STANDARDBUNDLE:blocked(Bot challenge page),xhr_api,review,3,input#SearchPageInput--,q,search,True,"form[type=""[object HTMLInputElement]""]",/search,get,,GET,document,https://toolboxwidget.com/search?q={sku}&options%5Bprefix%5D=last,,200,,,curl -X GET 'https://toolboxwidget.com/search?q=TBW-VW15&options%5Bprefix%5D=last',GET,https://toolboxwidget.com/search?options%5Bprefix%5D=last&q={sku}&section_id=predictive-search-empty,,0,:authority|:method|:path|:scheme|accept|accept-encoding|cookie|priority|referer|sec-ch-ua|sec-ch-ua-mobile|sec-ch-ua-platform|sec-fetch-dest|sec-fetch-mode|sec-fetch-site|user-agent,localization=US; cart_currency=USD; _shopify_y=5549a186-9a6e-4638-864b-215d8c94b467; _shopify_s=7783ea5e-b675-4b25-8e82-a719e143f580; _shopify_analytics=:AZzQxh7TAAEAME0ek43I89_GtpEL17ChdeI_DbL_4s0FccWwB_i3imCJkGnSUh6MAc_PnA:; cart=hWN9d...,"curl -X GET 'https://toolboxwidget.com/search?options%5Bprefix%5D=last&q=TBW-VW15&section_id=predictive-search-empty' -H ':authority: toolboxwidget.com' -H ':method: GET' -H ':path: /search?options%5Bprefix%5D=last&q=TBW-VW15&section_id=predictive-search-empty' -H ':scheme: https' -H 'accept: */*' -H 'accept-encoding: gzip, deflate, br, zstd' -H 'cookie: localization=US; cart_currency=USD; _shopify_y=5549a186-9a6e-4638-864b-215d8c94b467; _shopify_s=7783ea5e-b675-4b25-8e82-a719e143f580; _shopify_analytics=:AZzQxh7TAAEAME0ek43I89_GtpEL17ChdeI_DbL_4s0FccWwB_i3imCJkGnSUh6MAc_PnA:; cart=hWN9dOBSoLXvvRy2EtUjnYsa%3Fkey%3Dbd1dd11bc12888f95a49d581e453474c; _clck=1rnk5x6%5E2%5Eg47%5E0%5E2259; _rses...",https://toolboxwidget.com/search?options%5Bprefix%5D=last&q={sku}&section_id=predictive-search-empty | https://toolboxwidget.com/search/suggest?q={sku}&resources%5Blimit_scope%5D=each&section_id=predictive-search | https://toolboxwidget.com/search?options%5Bprefix%5D=last&q={sku}&section_id=sections--19858524897452__header_section,https://toolboxwidget.com/search?q={sku}&options%5Bprefix%5D=last,blocked,yes,no,yes,Bot challenge page
Tork Teknology,Tork Teknology,https://www.torkteknology.com/,https://www.torkteknology.com/search.php?search_query={sku},DPP-BBS010,DPP-BBS010|DPP-CBS010|DPP-CRCTR010,3,3,DPP-BBS010:search_results | DPP-CBS010:search_results | DPP-CRCTR010:search_results,form_get,ok,1,"input[type=""text""]",,text,True,form,,get,"button[type=""submit""]",GET,document,https://www.torkteknology.com/search.php?search_query={sku},,200,,,curl -X GET 'https://www.torkteknology.com/search.php?search_query=DPP-BBS010',,,,,,,,https://www.google-analytics.com/j/collect?v=1&_v=j102&a=358988132&t=pageview&_s=1&dl=https%3A%2F%2Fwww.torkteknology.com%2Fsearch.php%3Fsearch_query%3D{sku}&ul=en-us&dt=Torkteknology&sr=1280x720&vp=1280x720&_u=AACAAEABAAAAACAAI~&jid=&gjid=&cid=2077423332.1773029174&tid=UA-41932592-1&_gid=604709849.1773029174&_slc=1&z=309501687,https://www.torkteknology.com/search.php?search_query={sku},search_results,no,no,no,Search results page
