success_priority,vendor,display_name,official_website_status,official_website_url,sample_sku,search_url_template,search_template_status,search_result_mode,platform_family,search_family,transport,parameter_name,confidence_bucket,browser_required_hint,blocking_hint,resolver_hint,review_notes
1-0-0,American Racing Wheels | ATX Series,American Racing Wheels | ATX Series,probable,https://www.atxwheels.com/,AR-AR1726882,https://www.atxwheels.com/catalogsearch/result/?q={sku},confirmed,search_results,magento,magento_catalogsearch,GET,q,high,yes,hidden_or_missing_search_ui,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: No visible search input found
1-0-0,AMP Research,AMP Research,probable,https://ampresearchco.com/about-us/,AMP-75301-01A,https://ampresearchco.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,manual_user_seed,.com tld; 3 full vendor match(es) in domain; 2 vendor token hit(s); vendor key present in result text; official/manufacturer phrase; deep path candidate
1-0-0,Anvil Off-Road,Anvil Off-Road,probable,https://www.anviloffroad.ca/,AOR-2791AOR,https://www.holley.com/search/?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,,manual_parent_brand_holley_search,Anvil Off-Road uses Holley search. Confirmed manual search route: https://www.holley.com/search/?q={sku}.
1-0-0,Apex Chassis,Apex Chassis,probable,https://apexchassis.com/,APX-BJ162,https://apexchassis.com/search?q={sku}&search=,confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,yes,hidden_or_missing_search_ui,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: No visible search input found
1-0-0,Auto Meter,Auto Meter,probable,https://www.autometer.com/,AM-8586,https://www.autometer.com/catalogsearch/result?q={sku},confirmed,search_results,magento,magento_catalogsearch,GET,q,high,no,http_403,manual_user_seed,"Manual note: appending SKU lands on a 0-results page, waits a few seconds, then refreshes into the product page. Existing note: search-template fetch error: HTTP Error 403: Forbidden"
1-0-0,B&M Shifters,B&M Shifters,probable,https://www.bmracing.com/,BM-45199,https://www.holley.com/search/?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,,inferred_parent_brand_holley_search,Inferred from live browser redirect: bmracing.com resolves onto a Holley-hosted brand page. Using Holley search route https://www.holley.com/search/?q={sku}.
1-0-0,Baer Brake Systems,Baer Brake Systems,probable,https://www.baer.com/,BAER-2141023-2,https://www.baer.com/search/?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,,playwright_search_submit,
1-0-0,Beans Diesel | Bean Machine,Beans Diesel | Bean Machine,probable,https://bdpshop.com/,BDP-280003,https://bdpshop.com/search.php?search_query={sku},confirmed,search_results,bigcommerce_like,bigcommerce_search_php_query,GET,search_query,high,no,,playwright_search_submit,
1-0-0,Bilstein Shock Absorbers,Bilstein Shock Absorbers,probable,https://cart.bilsteinus.com/,BIL-24-158848,https://cart.bilsteinus.com/catalogue?typeofsearch=1&search_query_adv={sku},confirmed,search_results,custom,path_or_query_search,GET,search_query_adv,high,yes,hidden_or_missing_search_ui,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: No visible search input found
1-0-0,Bitterroot Diesel Performance,Bitterroot Diesel Performance,probable,https://bitterrootdiesel.com/,BDP-ZF6BOOTAMACH,https://bitterrootdiesel.com/search?q={sku}&type=product,confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,playwright_search_submit,
1-0-0,BMC Lights,BMC Lights,probable,https://bmclights.com/,BMC-RAM-250-HB-RGD-STD,https://bmclights.com/shop-for-bmc-kits/ols/search?keywords={sku},confirmed,search_results,custom,generic_keyword_search,GET,keywords,high,no,,manual_user_seed,Confirmed manual search route: https://bmclights.com/shop-for-bmc-kits/ols/search?keywords={sku}.
1-0-0,Borgeson,Borgeson,probable,https://www.borgeson.com/,BG-800123,https://www.borgeson.com/?target=search&mode=search&substring={sku}&including=all,confirmed,search_results,custom,substring_search,GET,substring,high,no,sample_sku_no_results,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: Search returned no results
1-0-0,Borne Off-Road,Borne Off-Road,probable,https://rogue-offroad.com/Borne-Off-Road_bymfg_275-0-1.html,BOR-BNSB-8,https://www.borne.com/catalogsearch/result/?q={sku},confirmed,search_results,magento,magento_catalogsearch,GET,q,high,yes,bot_challenge,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: Bot challenge page
1-0-0,Bosch,Bosch,probable,https://www.bosch.us/,BOS-HP004X,https://www.bosch.us/search.html?q={sku},confirmed,search_results,bigcommerce_like,bigcommerce_search_html_q,GET,q,high,yes,hidden_or_missing_search_ui,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: No visible search input found
1-0-0,BulletProof Hitches,BulletProof Hitches,probable,https://www.bulletproofhitches.com/,BPH-MD204,https://www.bulletproofhitches.com/search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: Unable to populate search input
1-0-0,Camburg Suspension,Camburg Suspension,probable,https://www.suspensionlifts.com/brand/camburg/,CAM-030061,https://www.suspensionlifts.com/?post_type=product&s={sku}&asp_active=1&p_asid=1&p_asp_data=1&filters_initial=1&filters_changed=0&qtranslate_lang=0&woo_currency=USD&current_page_id=701,confirmed,search_results,custom,custom_search,GET,s,high,no,,manual_user_seed,.com tld; 1 vendor token hit(s); vendor key present in result text; deep path candidate
1-0-0,Centerforce Performance Clutch,Centerforce Performance Clutch,probable,https://www.centerforce.com/,CFC-N1774,https://www.centerforce.com/search.html?q={sku},confirmed,search_results,bigcommerce_like,bigcommerce_search_html_q,GET,q,high,no,,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: Search results page
1-0-0,CJC Off-Road,CJC Off-Road,probable,https://www.cjcoffroad.com/,CJC-3500-PLOW,https://www.cjcoffroad.com/search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,playwright_search_submit,
1-0-0,Clutch Masters,Clutch Masters,probable,https://clutchmasters.com/,CM-05CM2-TD12R-S,https://clutchmasters.com/search.html?q={sku},confirmed,search_results,bigcommerce_like,bigcommerce_search_html_q,GET,q,high,no,sample_sku_no_results,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: Search returned no results
1-0-0,CNC Fabrication,CNC Fabrication,probable,https://cncfabrication.com/,CNC-424005,https://cncfabrication.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,playwright_search_submit,
1-0-0,Cognito Motorsports Suspension,Cognito Motorsports Suspension,probable,https://cognitomotorsports.com/,CM-110-90715,https://cognitomotorsports.com/catalogsearch/result/?q={sku},confirmed,search_results,magento,magento_catalogsearch,GET,q,high,no,,playwright_search_submit,
1-0-0,Cummins Diesel Parts,Cummins Diesel Parts,probable,https://parts.cummins.com/esn-entry/main,DPP-12VB,https://parts.cummins.com/global-search/main/{sku},confirmed,search_results,custom,path_or_query_search,GET,,high,no,,playwright_search_submit,
1-0-0,Dana / Spicer,Dana / Spicer,probable,https://www.dana.com/,SPICER-SPL55-3X,https://www.dana.com/search/?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,,playwright_search_submit,
1-0-0,Dayco,Dayco,probable,https://www.dayco.com/,DC-71716,https://www.dayco.com/na-en/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,http_403,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: search-template fetch error: HTTP Error 403: Forbidden
1-0-0,DieselSite,DieselSite,probable,https://www.dieselsite.com/,DS-4WD,https://www.dieselsite.com/search.aspx?find={sku},confirmed,search_results,aspnet_like,path_or_query_search,GET,find,high,yes,hidden_or_missing_search_ui,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: No visible search input found
1-0-0,Dipaco DTech Diesel Parts,Dipaco DTech Diesel Parts,probable,https://usdieselparts.com/,DT-650017,https://usdieselparts.com/search/?query={sku},confirmed,search_results,custom,path_or_query_search,GET,query,high,no,,playwright_search_submit,
1-0-0,Dorman,Dorman,probable,https://www.dormanproducts.com/,DOR-600-202,https://www.dormanproducts.com/gsearch.aspx?type=oesearch&origin=oesearch&q={sku},confirmed,search_results,aspnet_like,path_or_query_search,GET,q,high,yes,hidden_or_missing_search_ui,manual_user_seed,Confirmed manual search URL from site search UI. Existing note: No visible search input found
1-0-0,Driven Diesel,Driven Diesel,probable,http://www.drivendiesel.com/,DD-73L-OBA,https://www.strictlydiesel.com/isearch3?searchterm={sku},confirmed,search_results,custom,path_or_query_search,GET,searchterm,high,yes,hidden_or_missing_search_ui,manual_user_seed,Vendor uses Strictly Diesel commerce search; cross-domain search route confirmed manually. Existing note: No visible search input found
1-0-0,Edge Products,Edge Products,probable,https://www.edgeproducts.com/,EDG-28405,https://www.edgeproducts.com/search/?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,http_403,manual_user_seed,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 403: Forbidden
1-0-0,EMF Ball Joints,EMF Ball Joints,probable,https://emfballjoints.com/collections,EMF-DSB-3999-PAIR,https://emfballjoints.com/search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,playwright_search_submit,
1-0-0,Empire Performance Engineering,Empire Performance Engineering,probable,https://empireperformance.com.au/,,https://empireperformance.com.au/search?type=product&q={sku},confirmed,search_results,custom,shopify_product_search,GET,q,high,no,,playwright_search_submit,Captured by live browser submit on vendor site using generic probe query. Search UI resolved to https://empireperformance.com.au/search?type=product&q={sku}.
1-0-0,Expedition One,Expedition One,probable,https://www.expeditiononestore.com/,EXP1-FORDSD-17-FB-PC,https://www.expeditiononestore.com/search.asp?keyword={sku},confirmed,search_results,3dcart_like,searchasp_keyword,GET,keyword,high,no,,manual_user_seed,Confirmed manual search route: https://www.expeditiononestore.com/search.asp?keyword={sku}.
1-0-0,Fender Gripper,Fender Gripper,probable,https://www.holley.com/brands/fender_gripper/,FND-FG2001,https://www.holley.com/search/?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,,manual_parent_brand_holley_search,Fender Gripper uses Holley search. Confirmed manual search route: https://www.holley.com/search/?q={sku}.
1-0-0,Flex-A-Lite,Flex-A-Lite,probable,https://flex-a-lite.com/,FAL-103961,https://flex-a-lite.com/catalogsearch/result/?q={sku},confirmed,search_results,magento,magento_catalogsearch,GET,q,high,no,,playwright_search_submit,
1-0-0,Flyin Diesel,Flyin Diesel,probable,https://flyindiesel.com/,FD-5967-BLACK,https://flyindiesel.com/search.html?q={sku},confirmed,search_results,bigcommerce_like,bigcommerce_search_html_q,GET,q,high,no,,manual_user_seed,Confirmed manual search route: https://flyindiesel.com/search.html?q={sku}.
1-0-0,Ford Motor Company,Ford Motor Company,probable,https://corporate.ford.com/about/brands/,FA-1757,https://www.ford.com/search/?f%3AsearchInputString={sku},confirmed,search_results,custom,path_or_query_search,GET,f:searchInputString,high,no,,manual_user_seed,Confirmed manual search route: https://www.ford.com/search/?f%3AsearchInputString={sku}.
1-0-0,Fuelab,Fuelab,probable,https://fuelab.com/,FL-50102,https://fuelab.com/search.html?q={sku},confirmed,search_results,bigcommerce_like,bigcommerce_search_html_q,GET,q,high,no,,manual_user_seed,Confirmed manual search route: https://fuelab.com/search.html?q={sku}.
1-0-0,Full Force Diesel,Full Force Diesel,probable,https://www.fullforcediesel.com/about-us/,FFD-FFD143,https://www.fullforcediesel.com/search?show_in_vexture=Yes&Search={sku},confirmed,search_results,custom,path_or_query_search,GET,Search,high,yes,bot_challenge,manual_user_seed,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: Bot challenge page
1-0-0,Gen-Y Hitch,GEN-Y Hitch,probable,https://genyhitch.com/,GH-060,https://genyhitch.com/search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,manual_user_seed,Confirmed manual search route: https://genyhitch.com/search?q={sku}.
1-0-0,Generic Race Parts (GRP),Generic Race Parts (GRP),probable,https://www.gregsraceparts.com/,GRP-FUELCAP,https://www.gregsraceparts.com/search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,playwright_search_submit,
1-0-0,Hays Clutches,Hays Clutches,probable,https://www.holley.com/brands/hays/,HAYS-92D-3000,https://www.holley.com/search/?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,,manual_parent_brand_holley_search,Hays Clutches uses Holley search. Confirmed manual search route: https://www.holley.com/search/?q={sku}.
1-0-0,Highway Products,Highway Products,probable,https://highwayproducts.com/,HP-4030-049,https://highwayproducts.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,playwright_search_submit,
1-0-0,Holset Turbochargers,Holset Turbochargers,probable,https://turbochargersbyholset.com/,HOL-4034315,https://turbochargersbyholset.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,playwright_search_submit,
1-0-0,Hot Shot's Secret High Performance Additives,Hot Shot's Secret High Performance Additives,probable,https://www.hotshotsecret.com/,HSS-AAL4Z,https://www.hotshotsecret.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,manual_user_seed,Confirmed manual search route: https://www.hotshotsecret.com/?s={sku}.
1-0-0,HPS Performance,HPS Performance,probable,https://hpsperformanceproducts.com/,HPS-57-1539,https://hpsperformanceproducts.com/pages/search-results-page?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,,manual_user_seed,Confirmed manual search route: https://hpsperformanceproducts.com/pages/search-results-page?q={sku}.
1-0-0,Injen Technology,Injen Technology,probable,https://injen.com/,INJ-EVO7008,https://injen.com/search.html?q={sku},confirmed,search_results,bigcommerce_like,bigcommerce_search_html_q,GET,q,high,no,,playwright_search_submit,
1-0-0,Irate Diesel Performance,Irate Diesel Performance,probable,https://www.iratediesel.com/about-us/,IDP-T4CMSSD,https://www.iratediesel.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,yes,bot_challenge,manual_user_seed,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: Bot challenge page
1-0-0,K&N Filters,K&N Filters,probable,https://www.knfilters.com/,KN-E-0776,https://www.knfilters.com/search/{sku},confirmed,search_results,wordpress_like,wordpress_search_path,GET,,high,no,http_403,manual_user_seed,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 403: Forbidden
1-0-0,KC HiLiTES,KC HiLiTES,probable,https://www.kchilites.com/,KC-490,https://www.kchilites.com/catalogsearch/result/?q={sku},confirmed,search_results,magento,magento_catalogsearch,GET,q,high,no,http_403,manual_user_seed,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 403: Forbidden
1-0-0,Kelderman,Kelderman,probable,https://kelderman.com/,KEL-69003,https://kelderman.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,manual_user_seed,Confirmed manual search route: https://kelderman.com/?s={sku}.
1-0-0,Kleinn Air Horns,Kleinn Air Horns,probable,https://kleinn.com/,KLN-6880,https://kleinn.com/pages/search-results-page?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,yes,http_429,manual_user_seed,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 429: Too Many Requests
1-0-0,Kryptonite,Kryptonite Products,probable,https://kryptoniteproducts.com/,KRY-KR175,https://kryptoniteproducts.com/search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,playwright_search_submit,
1-0-0,Longhorn Fab Shop,Longhorn Fab Shop,probable,https://longhornfabshop.com/,LFS-201051,https://longhornfabshop.com/search.php?search_query={sku},confirmed,search_results,bigcommerce_like,bigcommerce_search_php_query,GET,search_query,high,no,,playwright_search_submit,
1-0-0,LRB Speed,LRB Speed,probable,https://lrbspeed.com/,LRB-10380,https://lrbspeed.com/?s={sku}&post_type=product,confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,playwright_search_submit,
1-0-0,Mac's Custom Tie Downs,Mac's Custom Tie Downs,probable,https://www.macscustomtiedowns.com/,MAC-520215,https://www.macscustomtiedowns.com/search.aspx?ss={sku},confirmed,search_results,aspnet_like,asp_search_ss,GET,ss,high,no,,manual_cleanup_from_browser_validation,
1-0-0,Mag-Hytec,Mag-Hytec,probable,https://mag-hytec.com/,MH-727-D,https://mag-hytec.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,playwright_search_submit,
1-0-0,MagnaFlow Exhaust,MagnaFlow Exhaust,probable,https://www.magnaflow.com/,MF-12775,https://www.magnaflow.com/search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,playwright_search_submit,
1-0-0,Mechman Alternators,Mechman Alternators,probable,https://www.mechman.com/,MECH-7796240,https://www.mechman.com/search.php?search_query={sku},confirmed,search_results,bigcommerce_like,bigcommerce_search_php_query,GET,search_query,high,no,,playwright_search_submit,
1-0-0,Merchant Automotive,Merchant Automotive,probable,https://www.merchant-automotive.com/,MA-10813,https://www.merchant-automotive.com/shop/?search_query={sku},confirmed,search_results,bigcommerce_like,path_or_query_search,GET,search_query,high,no,,playwright_search_submit,
1-0-0,Mopar | Factory OEM Dodge Ram,Mopar | Factory OEM Dodge Ram,probable,https://www.mopar.com/en-us.html,MOP-52087514,https://www.mopar.com/en-us/search/results.html?search={sku},confirmed,search_results,custom,path_or_query_search,GET,search,high,no,http_403,manual_user_seed,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 403: Forbidden
1-0-0,Nitrous Express,Nitrous Express,probable,https://www.nitrousexpress.com/,NX-D1000,https://www.nitrousexpress.com/search.asp?search_prod={sku},confirmed,search_results,custom,product_search_search_prod,GET,search_prod,high,no,,playwright_search_submit,
1-0-0,NOS Nitrous Oxide Systems,NOS Nitrous Oxide Systems,probable,https://www.noswizard.com/,NOS-02521NOS,https://www.noswizard.com/catalogsearch/result/?q={sku},confirmed,search_results,magento,magento_catalogsearch,GET,q,high,no,,playwright_search_submit,
1-0-0,Oracle Lighting,Oracle Lighting,probable,http://oraclelighting.channelsync.com/,ORA-5865-504,https://www.oraclelights.com/search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,manual_user_seed,Confirmed manual search route: https://www.oraclelights.com/search?q={sku}.
1-0-0,PML Covers,PML Covers,probable,https://pmlgarage.com/,PML-9393-B,https://yourcovers.com/search.html?Search={sku},confirmed,search_results,bigcommerce_like,path_or_query_search,GET,Search,high,no,,manual_user_seed_cross_domain,Confirmed manual search route on vendor domain: https://yourcovers.com/search.html?Search={sku}.
1-0-0,Power Driven Diesel,Power Driven Diesel,probable,https://powerdriven.com/,PDD-RIT0001,https://powerdriven.com/pages/search?query={sku},confirmed,search_results,generic_get_search,generic_query_search,GET,query,high,no,,manual_user_confirmed_existing_vendor_search,User previously confirmed Power Driven Diesel search route: https://powerdriven.com/pages/search?query={sku}.
1-0-0,ProActive Gears,ProActive Gears,probable,https://www.proactivegears.com/,PAG-21966,https://www.proactivegears.com/searchresults.asp?Search={sku}&Submit=,confirmed,search_results,aspnet_like,custom_search,GET,Search,high,no,,playwright_search_submit,
1-0-0,Proforged,Proforged Steering & Suspension,probable,https://proforged.com/,PROF-104-10966,https://proforged.com/search/?query={sku},confirmed,search_results,custom,path_or_query_search,GET,query,high,no,http_403,manual_user_seed,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 403: Forbidden
1-0-0,Prothane,Prothane,probable,https://prothane.com/,PRTH-7-141,https://prothane.com/?post_type=product&product_cat=&s={sku},confirmed,search_results,custom,path_or_query_search,GET,s,high,no,,playwright_search_submit,
1-0-0,PurePower,PurePower,probable,http://www.purepoweraps.com/,PP-7782-PP,https://purepowertechnologies.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,manual_user_seed,Confirmed manual search route: https://purepowertechnologies.com/?s={sku}.
1-0-0,Putco Truck Accessories,Putco Truck Accessories,probable,https://www.putco.com/,PUT-92801,https://www.putco.com/?s={sku},confirmed,search_results,wordpress_like,wordpress_s_query,GET,s,high,no,,playwright_search_submit,
1-0-0,Racor,Racor,probable,https://racorstore.com/,RAC-RK4616,https://racorstore.com/search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,playwright_search_submit,
1-0-0,Rancho,Rancho,probable,https://www.gorancho.com/,RAN-RS5419,https://www.gorancho.com/search?q={sku}&options%5Bprefix%5D=last&type=product,confirmed,search_results,shopify,generic_q_search,GET,q,high,no,,playwright_search_submit,
1-0-0,RetroBright LED,RetroBright LED,probable,https://www.holley.com/brands/holley_retrobright/,RB-LFRB130,https://www.holley.com/search/?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,,manual_parent_brand_holley_search,RetroBright LED uses Holley search. Confirmed manual search route: https://www.holley.com/search/?q={sku}.
1-0-0,Superchips,Superchips,probable,https://superchips.com/,SC-1545,https://www.holley.com/search/?q={sku},confirmed,search_results,custom,path_or_query_search,GET,q,high,no,,inferred_parent_brand_holley_search,Inferred from live browser redirect: superchips.com resolves onto a Holley-hosted brand page. Using Holley search route https://www.holley.com/search/?q={sku}.
1-0-0,Synapse Auto,Synapse Auto,probable,https://synapseauto.com/,SYNA-S79-L5P1,https://synapseauto.com/filterSearch?advs=true&cid=0&mid=0&vid=0&q={sku}&sid=true&isc=true&orderBy=0,confirmed,search_results,custom,custom_search,GET,q,high,no,,playwright_search_submit,
1-0-0,XDP,XDP,probable,https://www.xtremediesel.com/,XDP-XD200,https://www.xtremediesel.com/xtreme-diesel-performance-xdp-search?q={sku},confirmed,search_results,generic_get_search,generic_q_search,GET,q,high,no,,manual_user_seed_xdp_bot_sensitive,Confirmed manual search route: https://www.xtremediesel.com/xtreme-diesel-performance-xdp-search?q={sku}. XDP is bot-sensitive; prefer schema lookup and the existing anti-bot handling where possible.
1-1-1,Apex Designs,Apex Designs,probable,https://apexdesignsllc.com/,APXD-X02-02-002,https://apexdesignsllc.com/?s={sku},probed,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,common_template_probe,
1-1-1,Calibrated Power,Calibrated Power,probable,https://duramaxtuner.com/,CP-03046LPS,https://duramaxtuner.com/search.html?Search={sku},probed,search_results,bigcommerce_like,path_or_query_search,GET,Search,medium,no,,common_template_probe,
1-1-1,Clampco,Clampco,probable,https://www.clampco.com/about/,DPP-94158-0300,https://clampco.com/?s={sku},probed,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,common_template_probe,
1-1-1,ComeUp Winch,ComeUp Winch,probable,https://www.comeupwinch.com/,CU-295620,https://comeupwinch.com/search.php?search_query={sku},probed,search_results,bigcommerce_like,bigcommerce_search_php_query,GET,search_query,medium,no,,common_template_probe,
1-1-1,Diesel Rx,Diesel Rx,probable,https://dieselrx.com/,DRX01005,https://dieselrx.com/search?q={sku},probed,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,common_template_probe,
1-1-1,DuramaxTuner.com,DuramaxTuner.com,probable,https://duramaxtuner.com/,DT-CPS200340,https://duramaxtuner.com/search.html?q={sku},probed,search_results,bigcommerce_like,bigcommerce_search_html_q,GET,q,medium,no,,common_template_probe,
1-1-1,MOOG,MOOG,probable,https://www.moog.com/,MOG-479,https://moog.com/?s={sku},probed,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,common_template_probe,
1-1-1,Rare Parts Steering and Suspension,Rare Parts Steering and Suspension,probable,https://www.rareparts.com/,RP20610,https://rareparts.com/search?q={sku},probed,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,common_template_probe,
1-1-1,RevMax Converters,RevMax Converters,probable,https://www.revmaxconverters.com/,REVM-478-311,https://revmaxconverters.com/?s={sku},probed,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,common_template_probe,
1-1-1,Warn,BorgWarner,probable,https://www.warn.com/,WARN-17801,https://warn.com/search?q={sku},probed,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,common_template_probe,
1-1-1,Westin,Westin Automotive Products,probable,https://www.westinautomotive.com/,WES-21-1315,https://westinautomotive.com/search?q={sku},probed,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,common_template_probe,
1-2-1,Artec Industries,Artec Industries,probable,https://artecindustries.com/,ARTEC-TR1101,https://artecindustries.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,AutoEnginuity,AutoEnginuity,probable,https://www.autoenginuity.com/,Auto-EI02,https://www.autoenginuity.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Axiom Supply,Axiom Supply,probable,https://axiomsupply.com/,AXS-AXTL03,https://axiomsupply.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Big Days,Big Days,probable,https://big-days.com/collections/accessories,BND-R1000,https://big-days.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Bubba Rope,Bubba Rope,probable,https://www.bubbarope.com/,BR-176000OR,https://www.bubbarope.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,BuiltRight Industries,BuiltRight Industries,probable,https://builtrightind.com/,BRI-104012,https://builtrightind.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,BulletProof Diesel,BulletProof Diesel,probable,https://bulletproofdiesel.com/,BPD-6700001,https://bulletproofdiesel.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Bully Dog,Bully Dog,probable,https://bullydog.com/,BUL-30490,https://bullydog.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Bully Dog Big Rig,Bully Dog Big Rig,probable,https://bullydogbigrig.com/products.php,Bul-56700,https://bullydog.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Cataclean,Cataclean,probable,https://cataclean.com/,CAC-120007,https://cataclean.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Complete Performance,Complete Performance,probable,https://cpaddict.com/,CP-310,https://cpaddict.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,CR2 Performance & Fabrication,CR2 Performance & Fabrication,probable,https://cr2fabrication.com/pages/contact,CR2-10100,https://cr2fabrication.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,CSF Radiators,CSF Radiators,probable,https://csfradiators.com/,CSF-6076,https://csfradiators.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Custom Battery Cables,Custom Battery Cables,probable,https://custombatterycables.com/,CBC-781,https://custombatterycables.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Customs Unlimited,Customs Unlimited,probable,https://customsunlimited.com/pages/about-us,CU-284-N-A13,https://customsunlimited.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
